Security Name,Cusip,Ticker,Bet Size Ind,Active Bet In/Out Indicator,Total Relative Contribution - Actual,Actual Relative Average Weight,MSCI/S&P Sector
FEDERAL REALTY INVESTMENT TR,313747206,FRT,UNWT-0.5TO0.0,NEGBET,0.0146986499996213,-0.00797151607731487,REAL ESTATE
COMERICA INC,200340107,CMA,UNWT-0.5TO0.0,NEGBET,0.0904225244350858,-0.0586409978794645,FINANCIALS
BROWN FORMAN CORP NON VTG CL B,115637209,BF.B,UNWT-0.5TO0.0,NEGBET,0.0824847089783188,-0.0192478994286587,ONSUMER STAPLES
FRONTIER COMMUNICATIONS CORP,35906A108,FTR,UNWT-0.5TO0.0,NEGBET,0.104701216313374,-0.00080020652273543,TELECOMMUNICATION SERVICES
MCKESSON CORP,58155Q103,MCK,UNWT-0.5TO0.0,NEGBET,0.14496328039389,-0.104347253411376,HEALTH CARE
CAMPBELL SOUP CO,134429109,CPB,UNWT-0.5TO0.0,NEGBET,0.0863200473004914,-0.0525303085520324,ONSUMER STAPLES
DUKE ENERGY CORP,26441C204,DUK,UNWT-0.5TO0.0,NEGBET,0.109306317018095,-0.0666377811538479,UTILITIES
AUTOZONE INC,053332102,AZO,UNWT-0.5TO0.0,NEGBET,0.139274065034685,-0.0565279025784559,CONSUMER DISCRETIONARY
REALTY INCOME CORP REIT,756109104,O,UNWT-0.5TO0.0,NEGBET,0.0576265576631762,-0.0555677857423573,REAL ESTATE
KOHLS CORP,500255104,KSS,UNWT-0.5TO0.0,NEGBET,0.044356615907469,-0.00338327305047258,CONSUMER DISCRETIONARY
MOHAWK INDUSTRIES INC,608190104,MHK,OVWT0.0TO0.5,INBM+,0.140001529553333,0.0353723150439556,CONSUMER DISCRETIONARY
GENUINE PARTS CO,372460105,GPC,UNWT-0.5TO0.0,NEGBET,0.0785782434466993,-0.00364621547890115,CONSUMER DISCRETIONARY
GENERAL ELECTRIC CO,369604103,GE,UNWT-1.5TO-1.0,NEGBET,0.131551044147793,-0.260130264356061,INDUSTRIALS
FLUOR CORP,343412102,FLR,UNWT-0.5TO0.0,NEGBET,0.0557862187368795,-0.0108520361853696,INDUSTRIALS
KELLOGG CO,487836108,K,UNWT-0.5TO0.0,NEGBET,0.143353704121057,-0.0690922442272578,ONSUMER STAPLES
REALPAGE INC,75606N109,RP,OVWT0.0TO0.5,OUTBM,0.178745690409899,0.0196071659687148,INFORMATION TECHNOLOGY
CONAGRA BRANDS INC,205887102,CAG,UNWT-0.5TO0.0,NEGBET,0.119866422252396,-0.0457274383109968,ONSUMER STAPLES
MACERICH COMPANY,554382101,MAC,UNWT-0.5TO0.0,NEGBET,0.00443633782489595,-0.0240409830562046,REAL ESTATE
FIRST SOLAR INC,336433107,FSLR,UNWT-0.5TO0.0,NEGBET,0.0175772140514486,-0.00343547895446876,INFORMATION TECHNOLOGY
ARAMARK,03852U106,ARMK,OVWT0.0TO0.5,OUTBM,0.00659496957864549,0.0356774129972951,CONSUMER DISCRETIONARY
UNITED TECHNOLOGIES CORP,913017109,UTX,UNWT-0.5TO0.0,NEGBET,0.143941521851035,-0.11246777073328,INDUSTRIALS
CIMAREX ENERGY CO,171798101,XEC,UNWT-0.5TO0.0,INBM-,0.0158853804075371,-0.0389399453360724,ENERGY
APARTMENT INV & MGMT CO A REIT,03748R101,AIV,UNWT-0.5TO0.0,NEGBET,0.141602407230151,-0.0315581700132484,REAL ESTATE
COLGATE-PALMOLIVE CO,194162103,CL,OVWT0.5TO1.0,INBM+,0.138630940601127,0.466854368933919,ONSUMER STAPLES
UNDER ARMOUR INC,904311,UAA,UNWT-0.5TO0.0,INBM-,0.0380164707214017,-0.0259277100140678,CONSUMER DISCRETIONARY
CME GROUP INC CL A,12572Q105,CME,UNWT-0.5TO0.0,INBM-,0.0427362399709478,-0.0693945971368171,FINANCIALS
FORTUNE BRANDS HOME & SEC INC,34964C106,FBHS,OVWT0.0TO0.5,INBM+,0.0630771760637128,0.0256971513462164,INDUSTRIALS
PNC FINANCIAL SERVICES GRP INC,693475105,PNC,UNWT-0.5TO0.0,INBM-,0.164552407103318,-0.0153140933804938,FINANCIALS
TRAVELERS COMPANIES INC,89417E109,TRV,UNWT-0.5TO0.0,NEGBET,0.134945653744874,-0.141405043478614,FINANCIALS
3M CO,88579Y101,MMM,OVWT0.0TO0.5,INBM+,0.103565294972608,0.0399079907204344,INDUSTRIALS
PEOPLES UNITED FINANCIAL INC,712704105,PBCT,UNWT-0.5TO0.0,NEGBET,0.0623593696485777,-0.0230612041972192,FINANCIALS
WORKDAY INC CL A,98138H101,WDAY,OVWT0.5TO1.0,OUTBM,0.00191661548765768,0.330112526781308,INFORMATION TECHNOLOGY
COTY INC CL A,222070203,COTY,UNWT-0.5TO0.0,NEGBET,0.0343952368373376,-0.0280154445147536,ONSUMER STAPLES
EBAY INC,278642103,EBAY,UNWT-0.5TO0.0,INBM-,0.125000774811789,-0.0487647594814497,INFORMATION TECHNOLOGY
WHOLE FOODS MARKET INC,966837106,WFM,UNWT-0.5TO0.0,NEGBET,0.109931778292248,-0.0088811991804245,ONSUMER STAPLES
AMERIPRISE FINANCIAL INC,03076C106,AMP,UNWT-0.5TO0.0,NEGBET,0.0399528355958053,-0.0971822919644927,FINANCIALS
MASCO CORPORATION,574599106,MAS,OVWT0.0TO0.5,INBM+,0.0278520547472139,0.0368725440719046,INDUSTRIALS
ROPER TECHNOLOGIES INC,776696106,ROP,UNWT-0.5TO0.0,NEGBET,0.0707686124850547,-0.0885807141065792,INDUSTRIALS
BANK CENTRAL ASIA,07899J222,*BCA,OVWT0.0TO0.5,OUTBM,0.0464408549240701,0.0030495648788625,FINANCIALS
VERISK ANALYTICS INC,92345Y106,VRSK,UNWT-0.5TO0.0,NEGBET,0.116300295304919,-0.0492164363692821,INDUSTRIALS
START TODAY CO LTD,17G99A221,*STTO,OVWT0.0TO0.5,OUTBM,0.0637786140124829,0.0171488521981474,CONSUMER DISCRETIONARY
MONSANTO CO,61166W101,MON,UNWT-0.5TO0.0,INBM-,0.109872980422198,-0.153829865724647,MATERIALS
KANSAS CITY SOUTHERN,485170302,KSU,UNWT-0.5TO0.0,NEGBET,0.0805142233592042,-0.00440204984732283,INDUSTRIALS
ALLSTATE CORPORATION,020002101,ALL,UNWT-0.5TO0.0,NEGBET,0.0865291395030697,-0.0861841365905389,FINANCIALS
CLOROX CO,189054109,CLX,UNWT-0.5TO0.0,NEGBET,0.0364777200305248,-0.0481917588549182,ONSUMER STAPLES
L'OREAL SA (PRIME FID 2013),502117948,*OREAL.E,OVWT0.0TO0.5,OUTBM,0.0784405566259283,0.0303841040271829,ONSUMER STAPLES
MULESOFT INC CL A,74R99L226,MULE,OVWT0.0TO0.5,OUTBM,0.129046400445229,0.000926798431221252,INFORMATION TECHNOLOGY
ASOS PLC,06N997223,*ASOS,OVWT0.0TO0.5,OUTBM,0.110956936640315,0.00685215602158518,CONSUMER DISCRETIONARY
TYSON FOODS INC CL A,902494103,TSN,UNWT-0.5TO0.0,NEGBET,0.0402448873391881,-0.0324127290336074,ONSUMER STAPLES
TRACTOR SUPPLY CO.,892356106,TSCO,UNWT-0.5TO0.0,NEGBET,0.0286191121335585,-0.00217730491387077,CONSUMER DISCRETIONARY
UNITED RENTALS INC,911363109,URI,UNWT-0.5TO0.0,NEGBET,0.117743445267426,-0.0294360140122984,INDUSTRIALS
CBRE GROUP INC - CL A,12504L109,CBG,UNWT-0.5TO0.0,NEGBET,0.016270566305094,-0.00547947684708748,REAL ESTATE
FIRSTENERGY CORP,337932107,FE,UNWT-0.5TO0.0,NEGBET,0.0194701526587512,-0.00357388971216449,UTILITIES
FRANKLIN RESOURCES INC,354613101,BEN,UNWT-0.5TO0.0,NEGBET,0.0363690573008754,-0.0628684851519063,FINANCIALS
ROYAL CARIBBEAN CRUISES LTD,780153920,RCL,OVWT0.0TO0.5,INBM+,0.111641533588918,0.0357905832539051,CONSUMER DISCRETIONARY
IPG PHOTONICS CORP,44980X109,IPGP,OVWT0.0TO0.5,OUTBM,0.0907889345183644,0.0645299058280362,INFORMATION TECHNOLOGY
JELD-WEN HOLDING INC,BDD733000,JELD,OVWT0.0TO0.5,OUTBM,0.122044889133419,0.00597693808998168,INDUSTRIALS
CINTAS CORP,172908105,CTAS,OVWT0.0TO0.5,INBM+,0.0581000535870099,8.23990059315587e-05,INDUSTRIALS
L3 TECHNOLOGIES INC,BCI616000,LLL,UNWT-0.5TO0.0,NEGBET,0.012149397082692,-0.00863278565030462,INDUSTRIALS
PPG INDUSTRIES INC,693506107,PPG,OVWT0.0TO0.5,INBM+,0.0876454826670967,0.0184735981093609,MATERIALS
COPART INC,217204106,CPRT,OVWT0.0TO0.5,OUTBM,0.0741889286461917,0.0127552331545218,INDUSTRIALS
OAKTREE CAP GROUP LLC - CL A,674001201,OAK,OVWT0.0TO0.5,OUTBM,0.0341881768084674,0.0693710339363901,FINANCIALS
XILINX INC,983919101,XLNX,UNWT-0.5TO0.0,NEGBET,0.00940948900096118,-0.0359438093472697,INFORMATION TECHNOLOGY
DENTSPLY SIRONA INC,249030107,XRAY,UNWT-0.5TO0.0,NEGBET,0.0527362883228149,-0.0559252289436601,HEALTH CARE
HARTFORD FINL SVCS GROUP INC,416515104,HIG,UNWT-0.5TO0.0,NEGBET,0.0380479796079298,-0.0700182619204502,FINANCIALS
MARTIN MARIETTA MATERIALS INC,573284106,MLM,OVWT0.0TO0.5,INBM+,0.031659108492933,0.0336209332335087,MATERIALS
AUTONATION INC,05329W102,AN,UNWT-0.5TO0.0,NEGBET,0.113205327707437,-0.00981139512725328,CONSUMER DISCRETIONARY
DAVITA INC,23918K108,DVA,UNWT-0.5TO0.0,NEGBET,0.102779636000849,-0.0363145046911887,HEALTH CARE
SCRIPPS NETWORK INTER CL A,811065101,SNI,UNWT-0.5TO0.0,NEGBET,0.0402923253602929,-0.0123668207201866,CONSUMER DISCRETIONARY
AES CORP,00130H105,AES,UNWT-0.5TO0.0,NEGBET,0.0523453250216702,-0.0329059938828659,UTILITIES
CIRRUS LOGIC INC,172755100,CRUS,OVWT0.0TO0.5,OUTBM,0.00258634271615913,0.00751775332128939,INFORMATION TECHNOLOGY
SHERWIN WILLIAMS CO,824348106,SHW,OVWT0.0TO0.5,INBM+,0.0887208079261169,0.0459676944088506,MATERIALS
URBAN OUTFITTERS,917047102,URBN,UNWT-0.5TO0.0,NEGBET,0.0784445442438528,-0.00240175491325403,CONSUMER DISCRETIONARY
RECRUIT HOLDINGS CO LTD,72M99W221,*RHCL,OVWT0.0TO0.5,OUTBM,0.094480633026396,0.0142302020985694,INDUSTRIALS
ACCENTURE PLC CL A,35A993225,ACN,UNWT-0.5TO0.0,INBM-,0.104275142251951,-0.0140742228606596,INFORMATION TECHNOLOGY
AFFILIATED MANAGERS GRP INC,008252108,AMG,UNWT-0.5TO0.0,NEGBET,0.0888618288787391,-0.0429417749922453,FINANCIALS
BAKER HUGHES INC,057224107,BHI,UNWT-0.5TO0.0,NEGBET,0.0553598215317552,-0.0280663533322067,ENERGY
SIRIUS XM HLDGS INC,82968B103,SIRI,OVWT0.0TO0.5,OUTBM,0.0966964506585065,0.0360818515632653,CONSUMER DISCRETIONARY
NUCOR CORP,670346105,NUE,UNWT-0.5TO0.0,INBM-,0.0804943832521602,-0.0045824874363251,MATERIALS
LOGITECH INT SA(USA),54199J239,LOGI,OVWT0.0TO0.5,OUTBM,0.100122416327907,0.00788953339211267,INFORMATION TECHNOLOGY
HELMERICH & PAYNE INC,423452101,HP,UNWT-0.5TO0.0,NEGBET,0.071632532953071,-0.0265078819761652,ENERGY
CHECK POINT SOFTWARE TECHS LTD,16299A228,CHKP,OVWT0.0TO0.5,OUTBM,0.0387813291482192,0.027579914625421,INFORMATION TECHNOLOGY
QUALCOMM INC,747525103,QCOM,OVWT0.0TO0.5,INBM+,0.0956114383776773,0.0870188197780656,INFORMATION TECHNOLOGY
EMERSON ELECTRIC CO,291011104,EMR,UNWT-0.5TO0.0,NEGBET,0.0366259735744586,-0.00332581057543979,INDUSTRIALS
ENDO INTERNATIONAL PLC,66W99D224,ENDP,UNWT-0.5TO0.0,NEGBET,0.0827600895858038,-0.000205327549107074,HEALTH CARE
RAYTHEON CO,755111507,RTN,UNWT-0.5TO0.0,INBM-,0.0464250961661623,-0.0117877151453423,INDUSTRIALS
ASSURANT INC,04621X108,AIZ,UNWT-0.5TO0.0,NEGBET,0.0680637172574786,-0.000565673398724898,FINANCIALS
LEUCADIA NATIONAL CORP,527288104,LUK,UNWT-0.5TO0.0,NEGBET,0.08611249177648,-0.0414953301456519,FINANCIALS
ATLASSIAN CORP PLC CLS A,80S99Y224,TEAM,OVWT0.0TO0.5,OUTBM,0.0638434150104009,0.00918382952080683,INFORMATION TECHNOLOGY
CA INC,12673P105,CA,UNWT-0.5TO0.0,NEGBET,0.00269325520430475,-0.000304022208908781,INFORMATION TECHNOLOGY
MARATHON OIL CORP,565849106,MRO,UNWT-0.5TO0.0,NEGBET,0.044508485259653,-0.037074937293408,ENERGY
WIX.COM LTD,62T99L229,WIX,OVWT0.0TO0.5,OUTBM,0.0354294551304751,0.00166420160164664,INFORMATION TECHNOLOGY
HORMEL FOODS CORP,440452100,HRL,UNWT-0.5TO0.0,NEGBET,0.0879567887534217,-0.00947547576176184,ONSUMER STAPLES
PARKER HANNIFIN CORP,701094104,PH,OVWT0.0TO0.5,INBM+,0.00995963117522848,0.0121983959506225,INDUSTRIALS
SMITH (AO) CORP,831865209,AOS,OVWT0.0TO0.5,OUTBM,0.037395982467199,0.0139881078761383,INDUSTRIALS
REGENCY CENTERS CORP REIT,758849103,REG,UNWT-0.5TO0.0,NEGBET,0.0623745057390558,-1.69959341928879e-05,REAL ESTATE
LIBERTY BROADBAND CORP,530307,LBRDA,OVWT0.0TO0.5,OUTBM,0.0114003969619687,0.058991383660905,CONSUMER DISCRETIONARY
NASDAQ INC,631103108,NDAQ,UNWT-0.5TO0.0,NEGBET,0.0699969689452506,-0.0111999375763488,FINANCIALS
ARISTOCRAT LEISURE LTD,04099F225,*ALL,OVWT0.0TO0.5,OUTBM,0.0351346390933898,0.00526606723529228,CONSUMER DISCRETIONARY
TOTAL SYS SVCS INC,891906109,TSS,UNWT-0.5TO0.0,NEGBET,0.00295223472513089,-0.0425491422461962,INFORMATION TECHNOLOGY
INDITEX SA,53199U228,*INTX,OVWT0.0TO0.5,OUTBM,0.0115124998477728,0.00333835560288421,CONSUMER DISCRETIONARY
REGENERON PHARMACEUTICALS INC,75886F107,REGN,OVWT0.0TO0.5,INBM+,0.0698550683691636,0.0481794473889466,HEALTH CARE
NAVIENT CORP,63938C108,NAVI,UNWT-0.5TO0.0,NEGBET,0.00368572278006885,-0.0191850120485164,FINANCIALS
FAIRFAX FINL HLDGS LTD SUB VTG,303901102,FFH.TO,OVWT0.0TO0.5,OUTBM,0.0697340508550508,0.0242954211650951,FINANCIALS
DOLLARAMA INC,25675T107,DOL.TO,OVWT0.0TO0.5,OUTBM,0.0654485600023226,0.00447461112900226,CONSUMER DISCRETIONARY
EQUITY RESIDENTIAL REIT,29476L107,EQR,UNWT-0.5TO0.0,NEGBET,0.0486614953312198,-0.0278114446189582,REAL ESTATE
CH ROBINSON WORLDWIDE INC,12541W209,CHRW,UNWT-0.5TO0.0,INBM-,0.0370016854936749,-0.0195518741981721,INDUSTRIALS
CBOE HOLDINGS INC,12503M108,CBOE,OVWT0.0TO0.5,INBM+,0.0385281097098644,0.0120956636962472,FINANCIALS
JACOBS ENGINEERING GROUP INC,469814107,JEC,UNWT-0.5TO0.0,NEGBET,0.0452864204247853,-0.0315338788583593,INDUSTRIALS
GENERAL DYNAMICS CORPORATION,369550108,GD,UNWT-0.5TO0.0,INBM-,0.0139746158875084,-0.00110527018246581,INDUSTRIALS
CANADA GOOSE HOLDINGS INC,BFA835000,GOOS.TO,OVWT0.0TO0.5,OUTBM,0.0102254056852623,0.00112789088535377,CONSUMER DISCRETIONARY
ENTERGY CORP,29364G103,ETR,UNWT-0.5TO0.0,NEGBET,0.0298974910588146,-0.0146410606795428,UTILITIES
CSL LIMITED,186993226,*CSL,OVWT0.0TO0.5,OUTBM,0.0151917418898265,0.00440693848474534,HEALTH CARE
HILTON INC,43300A104,HLT,OVWT0.0TO0.5,OUTBM,0.0379679577414633,0.00719945891118387,CONSUMER DISCRETIONARY
BED BATH & BEYOND INC,075896100,BBBY,UNWT-0.5TO0.0,NEGBET,6.18336054173693e-05,-0.0187447251329725,CONSUMER DISCRETIONARY
SERVICENOW INC,81762P102,NOW,OVWT0.0TO0.5,OUTBM,0.032224542520286,0.103999650587834,INFORMATION TECHNOLOGY
ANADARKO PETROLEUM CORP,032511107,APC,UNWT-0.5TO0.0,INBM-,0.0236656988288109,-0.0456953673270098,ENERGY
MID AMERICA APT CMNTY INC,59522J103,MAA,UNWT-0.5TO0.0,NEGBET,0.0418362380506331,-0.0464535410453579,REAL ESTATE
MAHINDRA & MAHINDRA LTD(DEMAT),559999263,*MMLD,OVWT0.0TO0.5,OUTBM,0.0365761098754167,0.024151750758508,CONSUMER DISCRETIONARY
DIGITAL REALTY TRUST INC,253868103,DLR,UNWT-0.5TO0.0,NEGBET,0.0266506075710209,-0.0203427214433053,REAL ESTATE
XL GROUP LTD,AHG601000,XL,UNWT-0.5TO0.0,NEGBET,0.0343276773347649,-7.97438984537352e-05,FINANCIALS
GAP INC,364760108,GPS,UNWT-0.5TO0.0,NEGBET,0.0517333467901402,-0.000428145161444619,CONSUMER DISCRETIONARY
RAYMOND JAMES FINANCIAL INC.,754730109,RJF,UNWT-0.5TO0.0,NEGBET,0.0522762003266482,-0.0119546451150124,FINANCIALS
NATIONAL OILWELL VARCO INC,637071101,NOV,UNWT-0.5TO0.0,NEGBET,0.0224916233465987,-0.000997501495371856,ENERGY
CHURCHILL DOWNS INC,171484108,CHDN,OVWT0.0TO0.5,OUTBM,0.0168191562044826,0.00528109823784024,CONSUMER DISCRETIONARY
CAPITEC BANK HOLDINGS LIMITED,04H99Q223,*CPIJ,OVWT0.0TO0.5,OUTBM,0.00612251666695978,0.0194883699177448,FINANCIALS
UNIVERSAL HEALTH SVCS INC CL B,913903100,UHS,UNWT-0.5TO0.0,NEGBET,0.0255795622321744,-0.0287125733660169,HEALTH CARE
FOOT LOCKER INC,344849104,FL,UNWT-0.5TO0.0,INBM-,0.0107768719188396,-0.0154320262979718,CONSUMER DISCRETIONARY
NORTHERN TRUST CORP,665859104,NTRS,UNWT-0.5TO0.0,NEGBET,0.0204997114874108,-0.046323298730612,FINANCIALS
MCCORMICK & CO INC NON-VTG,579780206,MKC,UNWT-0.5TO0.0,NEGBET,0.010321293655642,-0.0197311483691984,ONSUMER STAPLES
ESSEX PROPERTY TRUST INC,297178105,ESS,UNWT-0.5TO0.0,NEGBET,0.00718185789661527,-0.0700436702380262,REAL ESTATE
MSC INDUSTRIAL DIRECT CO CL A,553530106,MSM,OVWT0.0TO0.5,OUTBM,0.0436079077504121,0.0124967222284641,INDUSTRIALS
CENTURYLINK INC,156700106,CTL,UNWT-0.5TO0.0,NEGBET,0.00313974627570942,-0.0566873018028376,TELECOMMUNICATION SERVICES
MEDIDATA SOLUTIONS INC,58471A105,MDSO,OVWT0.0TO0.5,OUTBM,0.0348116202330814,0.00553304828455136,HEALTH CARE
RELX PLC,759530926,*REDLS,OVWT0.0TO0.5,OUTBM,0.0317167642627588,0.00656890299898836,INDUSTRIALS
BORGWARNER INC,099724106,BWA,UNWT-0.5TO0.0,NEGBET,0.038542450646463,-0.0089909035529568,CONSUMER DISCRETIONARY
PINTEREST INC 8% PC G P/P,62S99A257,PNT+GPP,OVWT0.0TO0.5,OUTBM,0.00742332726783719,0.0161618190696174,INFORMATION TECHNOLOGY
OVASCIENCE INC,69014Q101,OVAS,OVWT0.0TO0.5,OUTBM,0.0156166062041065,0.00128023575842844,HEALTH CARE
HARMAN INTL IND INC NEW,413086109,HAR,UNWT-0.5TO0.0,NEGBET,0.0426943984153071,-0.00638607161361313,CONSUMER DISCRETIONARY
S&P GLOBAL INC,580645109,SPGI,OVWT0.0TO0.5,INBM+,0.0208539343154292,0.0113434571010875,FINANCIALS
VISTEON CORP,92839U206,VC,OVWT0.0TO0.5,OUTBM,0.0336012351632766,0.00735276373799165,CONSUMER DISCRETIONARY
JUNIPER NETWORKS INC,48203R104,JNPR,UNWT-0.5TO0.0,NEGBET,0.00663428051679813,-0.0510215164256506,INFORMATION TECHNOLOGY
ROSS STORES INC,778296103,ROST,UNWT-0.5TO0.0,INBM-,0.0296905974095603,-0.00225287670065693,CONSUMER DISCRETIONARY
PERFORMANCE FOOD GROUP CO,71377A103,PFGC,OVWT0.0TO0.5,OUTBM,0.00250831503199249,0.0426166728304085,ONSUMER STAPLES
UDR INC,902653104,UDR,UNWT-0.5TO0.0,NEGBET,0.00829322175289295,-0.0104694252451952,REAL ESTATE
LOEWS CORP,540424108,L,UNWT-0.5TO0.0,NEGBET,0.0181070911694121,-0.00671200878779647,FINANCIALS
NATIONAL BEVERAGE CORPORATION,635017106,FIZZ,OVWT0.0TO0.5,OUTBM,0.0034926306334429,0.00041583891253237,ONSUMER STAPLES
HUNT J B TRANSPORT SERVICES IN,445658107,JBHT,UNWT-0.5TO0.0,INBM-,0.0245777644132681,-0.00445656175134488,INDUSTRIALS
PINTEREST INC 8% PC F P/P,62S99A240,PNT+F.PP,OVWT0.0TO0.5,OUTBM,0.013584340206236,0.000627256428592627,INFORMATION TECHNOLOGY
STAPLES INC,855030102,SPLS,UNWT-0.5TO0.0,NEGBET,0.00290830773311983,-0.0170555980795734,CONSUMER DISCRETIONARY
RIGHTMOVE PLC,18K99B222,*RGHTG,OVWT0.0TO0.5,OUTBM,0.00310300111748126,0.0100912049741868,INFORMATION TECHNOLOGY
EUROFINS SCIENTIFIC SE,30599A226,*ESFC,OVWT0.0TO0.5,OUTBM,0.0258526520407092,0.00107078653147376,HEALTH CARE
COMPUTER SCIENCES CORP,205363104,CSC,OVWT0.0TO0.5,OUTBM,0.0292654053979647,0.0582816217657074,INFORMATION TECHNOLOGY
FREEPORT MCMORAN INC,35671D857,FCX,UNWT-0.5TO0.0,NEGBET,0.0245769500902615,-0.0142541138741856,MATERIALS
FLIR SYSTEMS INC,302445101,FLIR,UNWT-0.5TO0.0,NEGBET,0.0297533685949161,-0.0229681735705105,INFORMATION TECHNOLOGY
PRA HEALTH SCIENCES INC,69354M108,PRAH,OVWT0.0TO0.5,OUTBM,0.0153074252104478,0.00112537647885707,HEALTH CARE
US FOODS HOLDING CORP,AFD584000,USFD,OVWT0.0TO0.5,OUTBM,0.00148656027505942,0.0185938344469825,ONSUMER STAPLES
WATERS CORP,941848103,WAT,OVWT0.0TO0.5,INBM+,0.0175013059082013,0.00363557323590068,HEALTH CARE
ECHOSTAR CORP CL A,278768106,SATS,OVWT0.0TO0.5,OUTBM,0.00485058435719859,0.00104895614265273,INFORMATION TECHNOLOGY
INGERSOLL RAND PLC,54699X225,IR,OVWT0.0TO0.5,INBM+,0.00501163700277212,6.40046171947435e-05,INDUSTRIALS
RATIONAL AG,76499N222,*RATL,OVWT0.0TO0.5,OUTBM,0.00436849300131061,0.0017102259190702,INDUSTRIALS
F5 NETWORKS INC,315616102,FFIV,UNWT-0.5TO0.0,NEGBET,0.0115734439956347,-0.035920443608726,INFORMATION TECHNOLOGY
DEERE & CO,244199105,DE,UNWT-0.5TO0.0,INBM-,0.00381799235586847,-0.00926247522935937,INDUSTRIALS
AMERICAN WATER WRKS COMPANY,030420103,AWK,UNWT-0.5TO0.0,NEGBET,0.0168654426584244,-0.0328032187796063,UTILITIES
MATTEL INC,577081102,MAT,UNWT-0.5TO0.0,NEGBET,0.0201808293084264,-0.0148998617781921,CONSUMER DISCRETIONARY
PACCAR INC,693718108,PCAR,OVWT0.0TO0.5,INBM+,0.0145763344111457,0.0023843739455986,INDUSTRIALS
TORCHMARK CORP,891027104,TMK,UNWT-0.5TO0.0,NEGBET,0.00375587794984716,-0.0365760716060744,FINANCIALS
NISOURCE INC,65473P105,NI,UNWT-0.5TO0.0,NEGBET,0.0124942838261613,-0.0279123208685407,UTILITIES
GENERAL MOTORS CO,37045V100,GM,UNWT-0.5TO0.0,INBM-,0.0240616232658492,-0.00514826785462727,CONSUMER DISCRETIONARY
CINCINNATI FINANCIAL CORP,172062101,CINF,UNWT-0.5TO0.0,NEGBET,0.0159329637804592,-0.0219147274595027,FINANCIALS
RYDER SYSTEM INC,783549108,R,UNWT-0.5TO0.0,NEGBET,0.00646691618839188,-0.00672081292072568,INDUSTRIALS
IRON MOUNTAIN INC,46284V101,IRM,UNWT-0.5TO0.0,NEGBET,0.00146981502263043,-3.9190322698895e-05,REAL ESTATE
CELANESE CORP SER A,150870103,CE,OVWT0.0TO0.5,OUTBM,0.00268974371096279,0.00595264590775289,MATERIALS
XEROX CORP,984121103,XRX,UNWT-0.5TO0.0,NEGBET,0.00978253495293302,-0.0248276256733275,INFORMATION TECHNOLOGY
DANAHER CORP,235851102,DHR,OVWT0.0TO0.5,INBM+,0.0018357197300593,0.0462258650758875,HEALTH CARE
QUANTA SVCS INC,74762E102,PWR,UNWT-0.5TO0.0,NEGBET,0.00436905182462304,-0.00328337634784851,INDUSTRIALS
PRIMERICA INC,74164M108,PRI,OVWT0.0TO0.5,OUTBM,0.00637371446073073,0.00483012094465239,FINANCIALS
TAKEAWAY.COM HOLDING BV,AJD553000,*TAKEAWY,OVWT0.0TO0.5,OUTBM,0.00107614841469481,0.00392430527619821,INFORMATION TECHNOLOGY
KIMBERLY CLARK CORP,494368103,KMB,UNWT-0.5TO0.0,NEGBET,0.0103638160966865,-0.146543665914177,ONSUMER STAPLES
VULCAN MATERIALS CO,929160109,VMC,UNWT-0.5TO0.0,NEGBET,0.0159759698418142,-0.0723743984627483,MATERIALS
23ANDME SER E PC PP,75P99S238,AM+EPP,OVWT0.0TO0.5,OUTBM,0.00234466487972015,0.000858147227840706,HEALTH CARE
EOG RESOURCES INC,26875P101,EOG,OVWT0.0TO0.5,INBM+,0.00312266621208163,0.425441210002502,ENERGY
FIRST QUANTUM MINERALS INC,335934105,FM.TO,OVWT0.0TO0.5,OUTBM,0.0134751243777658,0.00339680509118785,MATERIALS
SNAP-ON INCORPORATED,833034101,SNA,UNWT-0.5TO0.0,INBM-,0.0052513871830755,-0.00289035382341362,INDUSTRIALS
PROGRESSIVE CORP OHIO,743315103,PGR,UNWT-0.5TO0.0,NEGBET,0.0101211694528063,-0.0196382408418082,FINANCIALS
LEVEL 3 COMMUNICATIONS INC,52729N308,LVLT,UNWT-0.5TO0.0,NEGBET,0.0099712560093586,-0.00506580907353908,TELECOMMUNICATION SERVICES
PATTERSON COMPANIES INC,703395103,PDCO,UNWT-0.5TO0.0,NEGBET,0.00265614350106248,-0.000725944739675217,HEALTH CARE
WASTE MANAGEMENT INC,94106L109,WM,UNWT-0.5TO0.0,NEGBET,0.00540193316336278,-0.095298116079989,INDUSTRIALS
NORDSTROM INC,655664100,JWN,UNWT-0.5TO0.0,NEGBET,0.00878774013385305,-0.0114692946012242,CONSUMER DISCRETIONARY
ILLINOIS TOOL WORKS INC,452308109,ITW,OVWT0.0TO0.5,INBM+,0.00116165974267848,0.00808981589412474,INDUSTRIALS
ROYAL BANK OF CANADA,780087102,RY.TO,OVWT0.0TO0.5,OUTBM,0.00892377530467301,0.0219816480236142,FINANCIALS
MEDTRONIC PLC,75U999226,MDT,UNWT-1.0TO-0.5,NEGBET,0.00636794549339733,-0.391427952052281,HEALTH CARE
AVERY DENNISON CORP,053611109,AVY,UNWT-0.5TO0.0,NEGBET,0.00806484347272371,-0.000386461049229336,MATERIALS
